pile1,pile2,pile3
53,5,48
53,6,51
53,7,50
53,8,61
53,9,60
53,10,63
53,11,62
53,12,57
53,13,56
53,14,59
53,15,58
53,16,37
53,17,36
53,18,39
53,19,38
53,20,33
53,21,32
53,22,35
53,23,34
53,24,45
53,25,44
53,26,47
53,27,46
53,28,41
53,29,40
53,30,43
53,31,42
53,32,21
53,33,20
53,34,23
53,35,22
53,36,17
53,37,16
53,38,19
53,39,18
53,40,29
53,41,28
53,42,31
53,43,30
53,44,25
53,45,24
53,46,27
53,47,26
53,48,5
53,49,4
53,50,7
53,51,6
53,52,1
53,53,0
53,54,3
53,55,2
53,56,13
53,57,12
53,58,15
53,59,14
53,60,9
53,61,8
53,62,11
53,63,10
53,81,100
53,84,97
53,85,96
53,86,99
53,87,98
53,96,85
53,97,84
53,98,87
53,99,86
53,100,81
54,0,54
54,1,55
54,2,52
54,3,53
54,4,50
54,5,51
54,6,48
54,7,49
54,8,62
54,9,63
54,10,60
54,11,61
54,12,58
54,13,59
54,14,56
54,15,57
54,16,38
54,17,39
54,18,36
54,19,37
54,20,34
54,21,35
54,22,32
54,23,33
54,24,46
54,25,47
54,26,44
54,27,45
54,28,42
54,29,43
54,30,40
54,31,41
54,32,22
54,33,23
54,34,20
54,35,21
54,36,18
54,37,19
54,38,16
54,39,17
54,40,30
54,41,31
54,42,28
54,43,29
54,44,26
54,45,27
54,46,24
54,47,25
54,48,6
54,49,7
54,50,4
54,51,5
54,52,2
54,53,3
54,54,0
54,55,1
54,56,14
54,57,15
54,58,12
54,59,13
54,60,10
54,61,11
54,62,8
54,63,9
54,82,100
54,84,98
54,85,99
54,86,96
54,87,97
54,96,86
54,97,87
54,98,84
54,99,85
54,100,82
55,0,55
55,1,54
55,2,53
55,3,52
55,4,51
55,5,50
55,6,49
55,7,48
55,8,63
55,9,62
55,10,61
55,11,60
55,12,59
55,13,58
55,14,57
55,15,56
55,16,39
55,17,38
55,18,37
55,19,36
55,20,35
55,21,34
55,22,33
55,23,32
55,24,47
55,25,46
55,26,45
55,27,44
55,28,43
55,29,42
55,30,41
55,31,40
55,32,23
55,33,22
55,34,21
55,35,20
55,36,19
55,37,18
55,38,17
55,39,16
55,40,31
55,41,30
55,42,29
55,43,28
55,44,27
55,45,26
55,46,25
55,47,24
55,48,7
55,49,6
55,50,5
55,51,4
55,52,3
55,53,2
55,54,1
55,55,0
55,56,15
55,57,14
55,58,13
55,59,12
55,60,11
55,61,10
55,62,9
55,63,8
55,83,100
55,84,99
55,85,98
55,86,97
55,87,96
55,96,87
55,97,86
55,98,85
55,99,84
55,100,83
56,0,56
56,1,57
56,2,58
56,3,59
56,4,60
56,5,61
56,6,62
56,7,63
56,8,48
56,9,49
56,10,50
56,11,51
56,12,52
56,13,53
56,14,54
56,15,55
56,16,40
56,17,41
56,18,42
56,19,43
56,20,44
56,21,45
56,22,46
56,23,47
56,24,32
56,25,33
56,26,34
56,27,35
56,28,36
56,29,37
56,30,38
56,31,39
56,32,24
56,33,25
56,34,26
56,35,27
56,36,28
56,37,29
56,38,30
56,39,31
56,40,16
56,41,17
56,42,18
56,43,19
56,44,20
56,45,21
56,46,22
56,47,23
56,48,8
56,49,9
56,50,10
56,51,11
56,52,12
56,53,13
56,54,14
56,55,15
56,56,0
56,57,1
56,58,2
56,59,3
56,60,4
56,61,5
56,62,6
56,63,7
56,88,96
56,89,97
56,90,98
56,91,99
56,92,100
56,96,88
56,97,89
56,98,90
56,99,91
56,100,92
57,0,57
57,1,56
57,2,59
57,3,58
57,4,61
57,5,60
57,6,63
57,7,62
57,8,49
57,9,48
57,10,51
57,11,50
57,12,53
57,13,52
57,14,55
57,15,54
57,16,41
57,17,40
57,18,43
57,19,42
57,20,45
57,21,44
57,22,47
57,23,46
57,24,33
57,25,32
57,26,35
57,27,34
57,28,37
57,29,36
57,30,39
57,31,38
57,32,25
57,33,24
57,34,27
57,35,26
57,36,29
57,37,28
57,38,31
57,39,30
57,40,17
57,41,16
57,42,19
57,43,18
57,44,21
57,45,20
57,46,23
57,47,22
57,48,9
57,49,8
57,50,11
57,51,10
57,52,13
57,53,12
57,54,15
57,55,14
57,56,1
57,57,0
57,58,3
57,59,2
57,60,5
57,61,4
57,62,7
57,63,6
57,88,97
57,89,96
57,90,99
57,91,98
57,93,100
57,96,89
57,97,88
57,98,91
57,99,90
57,100,93
58,0,58
58,1,59
58,2,56
58,3,57
58,4,62
58,5,63
58,6,60
58,7,61
58,8,50
58,9,51
58,10,48
58,11,49
58,12,54
58,13,55
58,14,52
58,15,53
58,16,42
58,17,43
58,18,40
58,19,41
58,20,46
58,21,47
58,22,44
58,23,45
58,24,34
58,25,35
58,26,32
58,27,33
58,28,38
58,29,39
58,30,36
58,31,37
58,32,26
58,33,27
58,34,24
58,35,25
58,36,30
58,37,31
58,38,28
58,39,29
58,40,18
58,41,19
58,42,16
58,43,17
58,44,22
58,45,23
58,46,20
58,47,21
58,48,10
58,49,11
58,50,8
58,51,9
58,52,14
58,53,15
58,54,12
58,55,13
58,56,2
58,57,3
58,58,0
58,59,1
58,60,6
58,61,7
58,62,4
58,63,5
58,88,98
58,89,99
58,90,96
58,91,97
58,94,100
58,96,90
58,97,91
58,98,88
58,99,89
58,100,94
59,0,59
59,1,58
59,2,57
59,3,56
59,4,63
59,5,62
59,6,61
59,7,60
59,8,51
59,9,50
59,10,49
59,11,48
59,12,55
59,13,54
59,14,53
59,15,52
59,16,43
59,17,42
59,18,41
59,19,40
59,20,47
59,21,46
59,22,45
59,23,44
59,24,35
59,25,34
59,26,33
59,27,32
59,28,39
59,29,38
59,30,37
59,31,36
59,32,27
59,33,26
59,34,25
59,35,24
59,36,31
59,37,30
59,38,29
59,39,28
59,40,19
59,41,18
59,42,17
59,43,16
59,44,23
59,45,22
59,46,21
59,47,20
59,48,11
59,49,10
59,50,9
59,51,8
59,52,15
59,53,14
59,54,13
59,55,12
59,56,3
59,57,2
59,58,1
59,59,0
59,60,7
59,61,6
59,62,5
59,63,4
59,88,99
59,89,98
59,90,97
59,91,96
59,95,100
59,96,91
59,97,90
59,98,89
59,99,88
59,100,95
60,0,60
60,1,61
60,2,62
60,3,63
60,4,56
60,5,57
60,6,58
60,7,59
60,8,52
60,9,53
60,10,54
60,11,55
60,12,48
60,13,49
60,14,50
60,15,51
60,16,44
60,17,45
60,18,46
60,19,47
60,20,40
60,21,41
60,22,42
60,23,43
60,24,36
60,25,37
60,26,38
60,27,39
60,28,32
60,29,33
60,30,34
60,31,35
60,32,28
60,33,29
60,34,30
60,35,31
60,36,24
60,37,25
60,38,26
60,39,27
60,40,20
60,41,21
60,42,22
60,43,23
60,44,16
60,45,17
60,46,18
60,47,19
60,48,12
60,49,13
60,50,14
60,51,15
60,52,8
60,53,9
60,54,10
60,55,11
60,56,4
60,57,5
60,58,6
60,59,7
60,60,0
60,61,1
60,62,2
60,63,3
60,88,100
60,92,96
60,93,97
60,94,98
60,95,99
60,96,92
60,97,93
60,98,94
60,99,95
60,100,88
61,0,61
61,1,60
61,2,63
61,3,62
61,4,57
61,5,56
61,6,59
61,7,58
61,8,53
61,9,52
61,10,55
61,11,54
61,12,49
61,13,48
61,14,51
61,15,50
61,16,45
61,17,44
61,18,47
61,19,46
61,20,41
61,21,40
61,22,43
61,23,42
61,24,37
61,25,36
61,26,39
61,27,38
61,28,33
61,29,32
61,30,35
61,31,34
61,32,29
61,33,28
61,34,31
61,35,30
61,36,25
61,37,24
61,38,27
61,39,26
61,40,21
61,41,20
61,42,23
61,43,22
61,44,17
61,45,16
61,46,19
61,47,18
61,48,13
61,49,12
61,50,15
61,51,14
61,52,9
61,53,8
61,54,11
61,55,10
61,56,5
61,57,4
61,58,7
61,59,6
61,60,1
61,61,0
61,62,3
61,63,2
61,89,100
61,92,97
61,93,96
61,94,99
61,95,98
61,96,93
61,97,92
61,98,95
61,99,94
61,100,89
62,0,62
62,1,63
62,2,60
62,3,61
62,4,58
62,5,59
62,6,56
62,7,57
62,8,54
62,9,55
62,10,52
62,11,53
62,12,50
62,13,51
62,14,48
62,15,49
62,16,46
62,17,47
62,18,44
62,19,45
62,20,42
62,21,43
62,22,40
62,23,41
62,24,38
62,25,39
62,26,36
62,27,37
62,28,34
62,29,35
62,30,32
62,31,33
62,32,30
62,33,31
62,34,28
62,35,29
62,36,26
62,37,27
62,38,24
62,39,25
62,40,22
62,41,23
62,42,20
62,43,21
62,44,18
62,45,19
62,46,16
62,47,17
62,48,14
62,49,15
62,50,12
62,51,13
62,52,10
62,53,11
62,54,8
62,55,9
62,56,6
62,57,7
62,58,4
62,59,5
62,60,2
62,61,3
62,62,0
62,63,1
62,90,100
62,92,98
62,93,99
62,94,96
62,95,97
62,96,94
62,97,95
62,98,92
62,99,93
62,100,90
63,0,63
63,1,62
63,2,61
63,3,60
63,4,59
63,5,58
63,6,57
63,7,56
63,8,55
63,9,54
63,10,53
63,11,52
63,12,51
63,13,50
63,14,49
63,15,48
63,16,47
63,17,46
63,18,45
63,19,44
63,20,43
63,21,42
63,22,41
63,23,40
63,24,39
63,25,38
63,26,37
63,27,36
63,28,35
63,29,34
63,30,33
63,31,32
63,32,31
63,33,30
63,34,29
63,35,28
63,36,27
63,37,26
63,38,25
63,39,24
63,40,23
63,41,22
63,42,21
63,43,20
63,44,19
63,45,18
63,46,17
63,47,16
63,48,15
63,49,14
63,50,13
63,51,12
63,52,11
63,53,10
63,54,9
63,55,8
63,56,7
63,57,6
63,58,5
63,59,4
63,60,3
63,61,2
63,62,1
63,63,0
63,91,100
63,92,99
63,93,98
63,94,97
63,95,96
63,96,95
63,97,94
63,98,93
63,99,92
63,100,91
64,0,64
64,1,65
64,2,66
64,3,67
64,4,68
64,5,69
64,6,70
64,7,71
64,8,72
64,9,73
64,10,74
64,11,75
64,12,76
64,13,77
64,14,78
64,15,79
64,16,80
64,17,81
64,18,82
64,19,83
64,20,84
64,21,85
64,22,86
64,23,87
64,24,88
64,25,89
64,26,90
64,27,91
64,28,92
64,29,93
64,30,94
64,31,95
64,32,96
64,33,97
64,34,98
64,35,99
64,36,100
64,64,0
64,65,1
64,66,2
64,67,3
64,68,4
64,69,5
64,70,6
64,71,7
64,72,8
64,73,9
64,74,10
64,75,11
64,76,12
64,77,13
64,78,14
64,79,15
64,80,16
64,81,17
64,82,18
64,83,19
64,84,20
64,85,21
64,86,22
64,87,23
64,88,24
64,89,25
64,90,26
64,91,27
64,92,28
64,93,29
64,94,30
64,95,31
64,96,32
64,97,33
64,98,34
64,99,35
64,100,36
65,0,65
65,1,64
65,2,67
65,3,66
65,4,69
65,5,68
65,6,71
65,7,70
65,8,73
65,9,72
65,10,75
65,11,74
65,12,77
65,13,76
65,14,79
65,15,78
65,16,81
65,17,80
65,18,83
65,19,82
65,20,85
65,21,84
65,22,87
65,23,86
65,24,89
65,25,88
65,26,91
65,27,90
65,28,93
65,29,92
65,30,95
65,31,94
65,32,97
65,33,96
65,34,99
65,35,98
65,37,100
65,64,1
65,65,0
65,66,3
65,67,2
65,68,5
65,69,4
65,70,7
65,71,6
65,72,9
65,73,8
65,74,11
65,75,10
65,76,13
65,77,12
65,78,15
65,79,14
65,80,17
65,81,16
65,82,19
65,83,18
65,84,21
65,85,20
65,86,23
65,87,22
65,88,25
65,89,24
65,90,27
65,91,26
65,92,29
65,93,28
65,94,31
65,95,30
65,96,33
65,97,32
65,98,35
65,99,34
65,100,37
66,0,66
66,1,67
66,2,64
66,3,65
66,4,70
66,5,71
66,6,68
66,7,69
66,8,74
66,9,75
66,10,72
66,11,73
66,12,78
66,13,79
66,14,76
66,15,77
66,16,82
66,17,83
66,18,80
66,19,81
66,20,86
66,21,87
66,22,84
66,23,85
66,24,90
66,25,91
66,26,88
66,27,89
66,28,94
66,29,95
66,30,92
66,31,93
66,32,98
66,33,99
66,34,96
66,35,97
66,38,100
66,64,2
66,65,3
66,66,0
66,67,1
66,68,6
66,69,7
66,70,4
66,71,5
66,72,10
66,73,11
66,74,8
66,75,9
66,76,14
66,77,15
66,78,12
66,79,13
66,80,18
66,81,19
66,82,16
66,83,17
66,84,22
66,85,23
66,86,20
66,87,21
66,88,26
66,89,27
66,90,24
66,91,25
66,92,30
66,93,31
66,94,28
66,95,29
66,96,34
66,97,35
66,98,32
66,99,33
66,100,38
67,0,67
67,1,66
67,2,65
67,3,64
67,4,71
67,5,70
67,6,69
67,7,68
67,8,75
67,9,74
67,10,73
67,11,72
67,12,79
67,13,78
67,14,77
67,15,76
67,16,83
67,17,82
67,18,81
67,19,80
67,20,87
67,21,86
67,22,85
67,23,84
67,24,91
67,25,90
67,26,89
67,27,88
67,28,95
67,29,94
67,30,93
67,31,92
67,32,99
67,33,98
67,34,97
67,35,96
67,39,100
67,64,3
67,65,2
67,66,1
67,67,0
67,68,7
67,69,6
67,70,5
67,71,4
67,72,11
67,73,10
67,74,9
67,75,8
67,76,15
67,77,14
67,78,13
67,79,12
67,80,19
67,81,18
67,82,17
67,83,16
67,84,23
67,85,22
67,86,21
67,87,20
67,88,27
67,89,26
67,90,25
67,91,24
67,92,31
67,93,30
67,94,29
67,95,28
67,96,35
67,97,34
67,98,33
67,99,32
67,100,39
68,0,68
68,1,69
68,2,70
68,3,71
68,4,64
68,5,65
68,6,66
68,7,67
68,8,76
68,9,77
68,10,78
68,11,79
68,12,72
68,13,73
68,14,74
68,15,75
68,16,84
68,17,85
68,18,86
68,19,87
68,20,80
68,21,81
68,22,82
68,23,83
68,24,92
68,25,93
68,26,94
68,27,95
68,28,88
68,29,89
68,30,90
68,31,91
68,32,100
68,36,96
68,37,97
68,38,98
68,39,99
68,64,4
68,65,5
68,66,6
68,67,7
68,68,0
68,69,1
68,70,2
68,71,3
68,72,12
68,73,13
68,74,14
68,75,15
68,76,8
68,77,9
68,78,10
68,79,11
68,80,20
68,81,21
68,82,22
68,83,23
68,84,16
68,85,17
68,86,18
68,87,19
68,88,28
68,89,29
68,90,30
68,91,31
68,92,24
68,93,25
68,94,26
68,95,27
68,96,36
68,97,37
68,98,38
68,99,39
68,100,32
69,0,69
69,1,68
69,2,71
69,3,70
69,4,65
69,5,64
69,6,67
69,7,66
69,8,77
69,9,76
69,10,79
69,11,78
69,12,73
69,13,72
69,14,75
69,15,74
69,16,85
69,17,84
69,18,87
69,19,86
69,20,81
69,21,80
69,22,83
69,23,82
69,24,93
69,25,92
69,26,95
69,27,94
69,28,89
69,29,88
69,30,91
69,31,90
69,33,100
69,36,97
69,37,96
69,38,99
69,39,98
69,64,5
69,65,4
69,66,7
69,67,6
69,68,1
69,69,0
69,70,3
69,71,2
69,72,13
69,73,12
69,74,15
69,75,14
69,76,9
69,77,8
69,78,11
69,79,10
69,80,21
69,81,20
69,82,23
69,83,22
69,84,17
69,85,16
69,86,19
69,87,18
69,88,29
69,89,28
69,90,31
69,91,30
69,92,25
69,93,24
69,94,27
69,95,26
69,96,37
69,97,36
69,98,39
69,99,38
69,100,33
70,0,70
70,1,71
70,2,68
70,3,69
70,4,66
70,5,67
70,6,64
70,7,65
70,8,78
70,9,79
70,10,76
70,11,77
70,12,74
70,13,75
70,14,72
70,15,73
70,16,86
70,17,87
70,18,84
70,19,85
70,20,82
70,21,83
70,22,80
70,23,81
70,24,94
70,25,95
70,26,92
70,27,93
70,28,90
70,29,91
70,30,88
70,31,89
70,34,100
70,36,98
70,37,99
70,38,96
70,39,97
70,64,6
70,65,7
70,66,4
70,67,5
70,68,2
70,69,3
70,70,0
70,71,1
70,72,14
70,73,15
70,74,12
70,75,13
70,76,10
70,77,11
70,78,8
70,79,9
70,80,22
70,81,23
70,82,20
70,83,21
70,84,18
70,85,19
70,86,16
70,87,17
70,88,30
70,89,31
70,90,28
70,91,29
70,92,26
70,93,27
70,94,24
70,95,25
70,96,38
70,97,39
70,98,36
70,99,37
70,100,34
71,0,71
71,1,70
71,2,69
71,3,68
71,4,67
71,5,66
71,6,65
71,7,64
71,8,79
71,9,78
71,10,77
71,11,76
71,12,75
71,13,74
71,14,73
71,15,72
71,16,87
71,17,86
71,18,85
71,19,84
71,20,83
71,21,82
71,22,81
71,23,80
71,24,95
71,25,94
71,26,93
71,27,92
71,28,91
71,29,90
71,30,89
71,31,88
71,35,100
71,36,99
71,37,98
71,38,97
71,39,96
71,64,7
71,65,6
71,66,5
71,67,4
71,68,3
71,69,2
71,70,1
71,71,0
71,72,15
71,73,14
71,74,13
71,75,12
71,76,11
71,77,10
71,78,9
71,79,8
71,80,23
71,81,22
71,82,21
71,83,20
71,84,19
71,85,18
71,86,17
71,87,16
71,88,31
71,89,30
71,90,29
71,91,28
71,92,27
71,93,26
71,94,25
71,95,24
71,96,39
71,97,38
71,98,37
71,99,36
71,100,35
72,0,72
72,1,73
72,2,74
72,3,75
72,4,76
72,5,77
72,6,78
72,7,79
72,8,64
72,9,65
72,10,66
72,11,67
72,12,68
72,13,69
72,14,70
72,15,71
72,16,88
72,17,89
72,18,90
72,19,91
72,20,92
72,21,93
72,22,94
72,23,95
72,24,80
72,25,81
72,26,82
72,27,83
72,28,84
72,29,85
72,30,86
72,31,87
72,40,96
72,41,97
72,42,98
72,43,99
72,44,100
72,64,8
72,65,9
72,66,10
72,67,11
72,68,12
72,69,13
72,70,14
72,71,15
72,72,0
72,73,1
72,74,2
72,75,3
72,76,4
72,77,5
72,78,6
72,79,7
72,80,24
72,81,25
72,82,26
72,83,27
72,84,28
72,85,29
72,86,30
72,87,31
72,88,16
72,89,17
72,90,18
72,91,19
72,92,20
72,93,21
72,94,22
72,95,23
72,96,40
72,97,41
72,98,42
72,99,43
72,100,44
73,0,73
73,1,72
73,2,75
73,3,74
73,4,77
73,5,76
73,6,79
73,7,78
73,8,65
73,9,64
73,10,67
73,11,66
73,12,69
73,13,68
73,14,71
73,15,70
73,16,89
73,17,88
73,18,91
73,19,90
73,20,93
73,21,92
73,22,95
73,23,94
73,24,81
73,25,80
73,26,83
73,27,82
73,28,85
73,29,84
73,30,87
73,31,86
73,40,97
73,41,96
73,42,99
73,43,98
73,45,100
73,64,9
73,65,8
73,66,11
73,67,10
73,68,13
73,69,12
73,70,15
73,71,14
73,72,1
73,73,0
73,74,3
73,75,2
73,76,5
73,77,4
73,78,7
73,79,6
73,80,25
73,81,24
73,82,27
73,83,26
73,84,29
73,85,28
73,86,31
73,87,30
73,88,17
73,89,16
73,90,19
73,91,18
73,92,21
73,93,20
73,94,23
73,95,22
73,96,41
73,97,40
73,98,43
73,99,42
73,100,45
74,0,74
74,1,75
74,2,72
74,3,73
74,4,78
74,5,79
74,6,76
74,7,77
74,8,66
74,9,67
74,10,64
74,11,65
74,12,70
74,13,71
74,14,68
74,15,69
74,16,90
74,17,91
74,18,88
74,19,89
74,20,94
74,21,95
74,22,92
74,23,93
74,24,82
74,25,83
74,26,80
74,27,81
74,28,86
74,29,87
74,30,84
74,31,85
74,40,98
74,41,99
74,42,96
74,43,97
74,46,100
74,64,10
74,65,11
74,66,8
74,67,9
74,68,14
74,69,15
74,70,12
74,71,13
74,72,2
74,73,3
74,74,0
74,75,1
74,76,6
74,77,7
74,78,4
74,79,5
74,80,26
74,81,27
74,82,24
74,83,25
74,84,30
74,85,31
74,86,28
74,87,29
74,88,18
74,89,19
74,90,16
74,91,17
74,92,22
74,93,23
74,94,20
74,95,21
74,96,42
74,97,43
74,98,40
74,99,41
74,100,46
75,0,75
75,1,74
75,2,73
75,3,72
75,4,79
75,5,78
75,6,77
75,7,76
75,8,67
75,9,66
75,10,65
75,11,64
75,12,71
75,13,70
75,14,69
75,15,68
75,16,91
75,17,90
75,18,89
75,19,88
75,20,95
75,21,94
75,22,93
75,23,92
75,24,83
75,25,82
75,26,81
75,27,80
75,28,87
75,29,86
75,30,85
75,31,84
75,40,99
75,41,98
75,42,97
75,43,96
75,47,100
75,64,11
75,65,10
75,66,9
75,67,8
75,68,15
75,69,14
75,70,13
75,71,12
75,72,3
75,73,2
75,74,1
75,75,0
75,76,7
75,77,6
75,78,5
75,79,4
75,80,27
75,81,26
75,82,25
75,83,24
75,84,31
75,85,30
75,86,29
75,87,28
75,88,19
75,89,18
75,90,17
75,91,16
75,92,23
75,93,22
75,94,21
75,95,20
75,96,43
75,97,42
75,98,41
75,99,40
75,100,47
76,0,76
76,1,77
76,2,78
76,3,79
76,4,72
76,5,73
76,6,74
76,7,75
76,8,68
76,9,69
76,10,70
76,11,71
76,12,64
76,13,65
76,14,66
76,15,67
76,16,92
76,17,93
76,18,94
76,19,95
76,20,88
76,21,89
76,22,90
76,23,91
76,24,84
76,25,85
76,26,86
76,27,87
76,28,80
76,29,81
76,30,82
76,31,83
76,40,100
76,44,96
76,45,97
76,46,98
76,47,99
76,64,12
76,65,13
76,66,14
76,67,15
76,68,8
76,69,9
76,70,10
76,71,11
76,72,4
76,73,5
76,74,6
76,75,7
76,76,0
76,77,1
76,78,2
76,79,3
76,80,28
76,81,29
76,82,30
76,83,31
76,84,24
76,85,25
76,86,26
76,87,27
76,88,20
76,89,21
76,90,22
76,91,23
76,92,16
76,93,17
76,94,18
76,95,19
76,96,44
76,97,45
76,98,46
76,99,47
76,100,40
77,0,77
77,1,76
77,2,79
77,3,78
77,4,73
77,5,72
77,6,75
77,7,74
77,8,69
77,9,68
77,10,71
77,11,70
77,12,65
77,13,64
77,14,67
77,15,66
77,16,93
77,17,92
77,18,95
77,19,94
77,20,89
77,21,88
77,22,91
77,23,90
77,24,85
77,25,84
77,26,87
77,27,86
77,28,81
77,29,80
77,30,83
77,31,82
77,41,100
77,44,97
77,45,96
77,46,99
77,47,98
77,64,13
77,65,12
77,66,15
77,67,14
77,68,9
77,69,8
77,70,11
77,71,10
77,72,5
77,73,4
77,74,7
77,75,6
77,76,1
77,77,0
77,78,3
77,79,2
77,80,29
77,81,28
77,82,31
77,83,30
77,84,25
77,85,24
77,86,27
77,87,26
77,88,21
77,89,20
77,90,23
77,91,22
77,92,17
77,93,16
77,94,19
77,95,18
77,96,45
77,97,44
77,98,47
77,99,46
77,100,41
78,0,78
78,1,79
78,2,76
78,3,77
78,4,74
78,5,75
78,6,72
78,7,73
78,8,70
78,9,71
78,10,68
78,11,69
78,12,66
78,13,67
78,14,64
78,15,65
78,16,94
78,17,95
78,18,92
78,19,93
78,20,90
78,21,91
78,22,88
78,23,89
78,24,86
78,25,87
78,26,84
78,27,85
78,28,82
78,29,83
78,30,80
78,31,81
78,42,100
78,44,98
78,45,99
78,46,96
78,47,97
78,64,14
78,65,15
78,66,12
78,67,13
78,68,10
78,69,11
78,70,8
78,71,9
78,72,6
78,73,7
78,74,4
78,75,5
78,76,2
78,77,3
78,78,0
78,79,1
78,80,30
78,81,31
78,82,28
78,83,29
78,84,26
78,85,27
78,86,24
78,87,25
78,88,22
78,89,23
78,90,20
78,91,21
78,92,18
78,93,19
78,94,16
78,95,17
78,96,46
78,97,47
78,98,44
78,99,45
78,100,42
79,0,79
79,1,78
79,2,77
79,3,76
79,4,75
79,5,74
79,6,73
79,7,72
79,8,71
79,9,70
79,10,69
79,11,68
79,12,67
79,13,66
79,14,65
79,15,64
79,16,95
79,17,94
79,18,93
79,19,92
79,20,91
79,21,90
79,22,89
79,23,88
79,24,87
79,25,86
79,26,85
79,27,84
79,28,83
79,29,82
79,30,81
79,31,80
79,43,100
79,44,99
79,45,98
79,46,97
79,47,96
79,64,15
79,65,14
79,66,13
79,67,12
79,68,11
79,69,10
79,70,9
79,71,8
79,72,7
79,73,6
79,74,5
79,75,4
79,76,3
79,77,2
79,78,1
79,79,0
79,80,31
79,81,30
79,82,29
79,83,28
79,84,27
79,85,26
79,86,25
79,87,24
79,88,23
79,89,22
79,90,21
79,91,20
79,92,19
79,93,18
79,94,17
79,95,16
79,96,47
79,97,46
79,98,45
79,99,44
79,100,43
80,0,80
80,1,81
80,2,82
80,3,83
80,4,84
80,5,85
80,6,86
80,7,87
80,8,88
80,9,89
80,10,90
80,11,91
80,12,92
80,13,93
80,14,94
80,15,95
80,16,64
80,17,65
80,18,66
80,19,67
80,20,68
80,21,69
80,22,70
80,23,71
80,24,72
80,25,73
80,26,74
80,27,75
80,28,76
80,29,77
80,30,78
80,31,79
80,48,96
80,49,97
80,50,98
80,51,99
80,52,100
80,64,16
80,65,17
80,66,18
80,67,19
80,68,20
80,69,21
80,70,22
80,71,23
80,72,24
80,73,25
80,74,26
80,75,27
80,76,28
80,77,29
80,78,30
80,79,31
80,80,0
80,81,1
80,82,2
80,83,3
80,84,4
80,85,5
80,86,6
80,87,7
80,88,8
80,89,9
80,90,10
80,91,11
80,92,12
80,93,13
80,94,14
80,95,15
80,96,48
80,97,49
80,98,50
80,99,51
80,100,52
81,0,81
81,1,80
81,2,83
81,3,82
81,4,85
81,5,84
81,6,87
81,7,86
81,8,89
81,9,88
81,10,91
81,11,90
81,12,93
81,13,92
81,14,95
81,15,94
81,16,65
81,17,64
81,18,67
81,19,66
81,20,69
81,21,68
81,22,71
81,23,70
81,24,73
81,25,72
81,26,75
81,27,74
81,28,77
81,29,76
81,30,79
81,31,78
81,48,97
81,49,96
81,50,99
81,51,98
81,53,100
81,64,17
81,65,16
81,66,19
81,67,18
81,68,21
81,69,20
81,70,23
81,71,22
81,72,25
81,73,24
81,74,27
81,75,26
81,76,29
81,77,28
81,78,31
81,79,30
81,80,1
81,81,0
81,82,3
81,83,2
81,84,5
81,85,4
81,86,7
81,87,6
81,88,9
81,89,8
81,90,11
81,91,10
81,92,13
81,93,12
81,94,15
81,95,14
81,96,49
81,97,48
81,98,51
81,99,50
81,100,53
82,0,82
82,1,83
82,2,80
82,3,81
82,4,86
82,5,87
82,6,84
82,7,85
82,8,90
82,9,91
82,10,88
82,11,89
82,12,94
82,13,95
82,14,92
82,15,93
82,16,66
82,17,67
82,18,64
82,19,65
82,20,70
82,21,71
82,22,68
82,23,69
82,24,74
82,25,75
82,26,72
82,27,73
82,28,78
82,29,79
82,30,76
82,31,77
82,48,98
82,49,99
82,50,96
82,51,97
82,54,100
82,64,18
82,65,19
82,66,16
82,67,17
82,68,22
82,69,23
82,70,20
82,71,21
82,72,26
82,73,27
82,74,24
82,75,25
82,76,30
82,77,31
82,78,28
82,79,29
82,80,2
82,81,3
82,82,0
82,83,1
82,84,6
82,85,7
82,86,4
82,87,5
82,88,10
82,89,11
82,90,8
82,91,9
82,92,14
82,93,15
82,94,12
82,95,13
82,96,50
82,97,51
82,98,48
82,99,49
82,100,54
83,0,83
83,1,82
83,2,81
83,3,80
83,4,87
83,5,86
83,6,85
83,7,84
83,8,91
83,9,90
83,10,89
83,11,88
83,12,95
83,13,94
83,14,93
83,15,92
83,16,67
83,17,66
83,18,65
83,19,64
83,20,71
83,21,70
83,22,69
83,23,68
83,24,75
83,25,74
83,26,73
83,27,72
83,28,79
83,29,78
83,30,77
83,31,76
83,48,99
83,49,98
83,50,97
83,51,96
83,55,100
83,64,19
83,65,18
83,66,17
83,67,16
83,68,23
83,69,22
83,70,21
83,71,20
83,72,27
83,73,26
83,74,25
83,75,24
83,76,31
83,77,30
83,78,29
83,79,28
83,80,3
83,81,2
83,82,1
83,83,0
83,84,7
83,85,6
83,86,5
83,87,4
83,88,11
83,89,10
83,90,9
83,91,8
83,92,15
83,93,14
83,94,13
83,95,12
83,96,51
83,97,50
83,98,49
83,99,48
83,100,55
84,0,84
84,1,85
84,2,86
84,3,87
84,4,80
84,5,81
84,6,82
84,7,83
84,8,92
84,9,93
84,10,94
84,11,95
84,12,88
84,13,89
84,14,90
84,15,91
84,16,68
84,17,69
84,18,70
84,19,71
84,20,64
84,21,65
84,22,66
84,23,67
84,24,76
84,25,77
84,26,78
84,27,79
84,28,72
84,29,73
84,30,74
84,31,75
84,48,100
84,52,96
84,53,97
84,54,98
84,55,99
84,64,20
84,65,21
84,66,22
84,67,23
84,68,16
